candidate_count,canonical_smiles_rdkit,chembl_activity_id,chembl_molecule_id,chembl_original_relation,chembl_original_units,chembl_original_value,chembl_standard_relation,chembl_standard_units,chembl_standard_value,evidence_label,id_equal,match_status,numeric_equal,secondary_exact_id_candidates,secondary_parent_id_candidates,tdc_id,tdc_raw_smiles,tdc_row,tdc_y
1,CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,14759892,CHEMBL401158,,microL/min/mg,6.0,,mL.min-1.g-1,6.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14759892, ""canonical_smiles_rdkit"": ""CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O"", ""identifier"": ""CHEMBL401158"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 279, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""6.0""}]","[{""activity_id"": 14759892, ""canonical_smiles_rdkit"": ""CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O"", ""identifier"": ""CHEMBL401158"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 279, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""6.0""}]",CHEMBL401158,CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,11,6.0
1,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,14759913,CHEMBL2207656,,microL/min/mg,6.0,,mL.min-1.g-1,6.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14759913, ""canonical_smiles_rdkit"": ""O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12"", ""identifier"": ""CHEMBL2207656"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 300, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""6.0""}]","[{""activity_id"": 14759913, ""canonical_smiles_rdkit"": ""O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12"", ""identifier"": ""CHEMBL2207656"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 300, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""6.0""}]",CHEMBL2207656,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,12,6.0
1,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,14759914,CHEMBL205078,,microL/min/mg,6.03,,mL.min-1.g-1,6.03,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14759914, ""canonical_smiles_rdkit"": ""O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1"", ""identifier"": ""CHEMBL205078"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 301, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""6.03""}]","[{""activity_id"": 14759914, ""canonical_smiles_rdkit"": ""O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1"", ""identifier"": ""CHEMBL205078"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 301, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""6.03""}]",CHEMBL205078,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,13,6.03
1,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1,14759957,CHEMBL2070938,,microL/min/mg,6.92,,mL.min-1.g-1,6.92,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14759957, ""canonical_smiles_rdkit"": ""N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1"", ""identifier"": ""CHEMBL2070938"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 317, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""6.92""}]","[{""activity_id"": 14759957, ""canonical_smiles_rdkit"": ""N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1"", ""identifier"": ""CHEMBL2070938"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 317, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""6.92""}]",CHEMBL2070938,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1,14,6.92
1,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,14759973,CHEMBL184012,,microL/min/mg,7.0,,mL.min-1.g-1,7.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14759973, ""canonical_smiles_rdkit"": ""Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1"", ""identifier"": ""CHEMBL184012"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 325, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""7.0""}]","[{""activity_id"": 14759973, ""canonical_smiles_rdkit"": ""Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1"", ""identifier"": ""CHEMBL184012"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 325, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""7.0""}]",CHEMBL184012,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,15,7.0
1,COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1,14759988,CHEMBL1783112,,microL/min/mg,7.08,,mL.min-1.g-1,7.08,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14759988, ""canonical_smiles_rdkit"": ""COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1"", ""identifier"": ""CHEMBL1783112"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 337, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""7.08""}]","[{""activity_id"": 14759988, ""canonical_smiles_rdkit"": ""COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1"", ""identifier"": ""CHEMBL1783112"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 337, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""7.08""}]",CHEMBL1783112,COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1,16,7.08
1,CC1(C)[C@H](NC(=O)/C(=N\OCc2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O,14760020,CHEMBL1256967,,microL/min/mg,7.94,,mL.min-1.g-1,7.94,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14760020, ""canonical_smiles_rdkit"": ""CC1(C)[C@H](NC(=O)/C(=N\\OCc2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O"", ""identifier"": ""CHEMBL1256967"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 349, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""7.94""}]","[{""activity_id"": 14760020, ""canonical_smiles_rdkit"": ""CC1(C)[C@H](NC(=O)/C(=N\\OCc2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O"", ""identifier"": ""CHEMBL1256967"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 349, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""7.94""}]",CHEMBL1256967,CC1(C)[C@H](NC(=O)/C(=N\OCc2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O,17,7.94
1,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,14758935,CHEMBL93484,,microL/min/mg,3.31,,mL.min-1.g-1,3.31,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758935, ""canonical_smiles_rdkit"": ""CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1"", ""identifier"": ""CHEMBL93484"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 203, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.31""}]","[{""activity_id"": 14758935, ""canonical_smiles_rdkit"": ""CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1"", ""identifier"": ""CHEMBL93484"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 203, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""3.31""}]",CHEMBL93484,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,18,3.31
1,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,14758973,CHEMBL402986,,microL/min/mg,4.0,,mL.min-1.g-1,4.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758973, ""canonical_smiles_rdkit"": ""C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12"", ""identifier"": ""CHEMBL402986"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 211, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""4.0""}]","[{""activity_id"": 14758973, ""canonical_smiles_rdkit"": ""C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12"", ""identifier"": ""CHEMBL402986"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 211, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""4.0""}]",CHEMBL402986,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,19,4.0
1,Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,14758983,CHEMBL2031233,,microL/min/mg,4.0,,mL.min-1.g-1,4.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758983, ""canonical_smiles_rdkit"": ""Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O"", ""identifier"": ""CHEMBL2031233"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 221, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""4.0""}]","[{""activity_id"": 14758983, ""canonical_smiles_rdkit"": ""Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O"", ""identifier"": ""CHEMBL2031233"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 221, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""4.0""}]",CHEMBL2031233,Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,20,4.0
1,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,14758984,CHEMBL5,,microL/min/mg,4.0,,mL.min-1.g-1,4.0,OBSERVED,True,MATCHED,True,"[{""activity_id"": 14758984, ""canonical_smiles_rdkit"": ""CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21"", ""identifier"": ""CHEMBL5"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 222, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""4.0""}]","[{""activity_id"": 14758984, ""canonical_smiles_rdkit"": ""CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21"", ""identifier"": ""CHEMBL5"", ""raw_filename"": ""data/raw/chembl/CHEMBL3301370_activities_00000.json"", ""source"": ""CHEMBL3301370"", ""source_row_1based"": 222, ""standard_relation"": null, ""standard_units"": ""mL.min-1.g-1"", ""target"": ""4.0""}]",CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,21,4.0
