claim_id,claim,artefact_path,artefact_sha256,originating_commit,tool,origin_status,historical_execution_evidence,reproduction_status,classification,notes
RFD_rfdiffusion_bipd_test_hotspots_design_4_cleaning_report.csv,Auxiliary/cleaning report,rfdiffusion_test_results/rfdiffusion_bipd_test_hotspots_design_4_cleaning_report.csv,25daca91ca1aefc4f1b7f646ef9edc58f2623df9e36135e105b735a9363b90a7,002eb66,RFdiffusion,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
RFD_rfdiffusion_TRWM_design_0_cleaning_report.csv,Auxiliary/cleaning report,rfdiffusion_test_sync2/rfdiffusion_TRWM_design_0_cleaning_report.csv,634227b2442b855472d6418e071fe655af5964f27567d461e355f42110916daf,002eb66,RFdiffusion,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
MPNN_rfdiffusion_bipd_test_hotspots_design_0.fa,ProteinMPNN sequences (2 generated),amina_results/bipd_sequences/rfdiffusion_bipd_test_hotspots_design_0.fa,2563c90cfe5aabf794bb95c33b39ac803d0c0b2dfe7f06b68df82b49c0eeef84,4f9c4ce,ProteinMPNN,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,"Native: 1, Generated: 2"
MPNN_rfdiffusion_bipd_test_hotspots_design_1.fa,ProteinMPNN sequences (2 generated),amina_results/bipd_sequences/rfdiffusion_bipd_test_hotspots_design_1.fa,c58f65ffdf96e2d8df0849250e99b93d6aeb45090f1a77b4f4be5b54bb817f07,4f9c4ce,ProteinMPNN,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,"Native: 1, Generated: 2"
MPNN_rfdiffusion_bipd_test_hotspots_design_2.fa,ProteinMPNN sequences (2 generated),amina_results/bipd_sequences/rfdiffusion_bipd_test_hotspots_design_2.fa,755e812e6e3314734c7015cd82edf44e01f2151f579d4a50a10285282a54ff89,4f9c4ce,ProteinMPNN,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,"Native: 1, Generated: 2"
MPNN_rfdiffusion_bipd_test_hotspots_design_3.fa,ProteinMPNN sequences (2 generated),amina_results/bipd_sequences/rfdiffusion_bipd_test_hotspots_design_3.fa,7e93b1be55df0a9f777944a7d2a17156ed2b4f576ac5caa8eb7b596e839744c3,4f9c4ce,ProteinMPNN,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,"Native: 1, Generated: 2"
MPNN_rfdiffusion_bipd_test_hotspots_design_4.fa,ProteinMPNN sequences (2 generated),amina_results/bipd_sequences/rfdiffusion_bipd_test_hotspots_design_4.fa,7805938338b729feda012ffc01a9ca9a7c5bc1a45fe73aa73b6fa52ddabb89aa,4f9c4ce,ProteinMPNN,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,"Native: 1, Generated: 2"
ESM_folded_design_0_seq_1.pdb,ESMFold predicted structure,amina_results/bipd_folded_binders/folded_design_0_seq_1.pdb,0e98f9970741858d9753c72b299eed70c8f5e290f12038c3c0c591e53301d605,2534ec9,ESMFold,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
ESM_folded_design_0_seq_2.pdb,ESMFold predicted structure,amina_results/bipd_folded_binders/folded_design_0_seq_2.pdb,6bdfa2ca36b4474d637da75ca2872f6102b523f95c28466f291721c636545b8b,2534ec9,ESMFold,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
ESM_folded_design_1_seq_1.pdb,ESMFold predicted structure,amina_results/bipd_folded_binders/folded_design_1_seq_1.pdb,b33de01ca82cf1bd41bc76687aed08d2ed5bbc077b68bae35205403fabbdb47a,2534ec9,ESMFold,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
ESM_folded_design_1_seq_2.pdb,ESMFold predicted structure,amina_results/bipd_folded_binders/folded_design_1_seq_2.pdb,8cd1ee882be2643aa1092fc9f75b4f78d1d4058a79a929675559b1d1417ec8bc,2534ec9,ESMFold,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
ESM_folded_design_2_seq_1.pdb,ESMFold predicted structure,amina_results/bipd_folded_binders/folded_design_2_seq_1.pdb,3915cdde036ba5e1f5bc0964d9c3ff2bd8b58d79304b98f591143e0ffce5a3ba,2534ec9,ESMFold,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
ESM_folded_design_2_seq_2.pdb,ESMFold predicted structure,amina_results/bipd_folded_binders/folded_design_2_seq_2.pdb,aa0177f74cead13f8402f4fd400a5816b1ae0093eddff41748e00562353c6f96,2534ec9,ESMFold,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
ESM_folded_design_3_seq_1.pdb,ESMFold predicted structure,amina_results/bipd_folded_binders/folded_design_3_seq_1.pdb,2aaae15210093b47fbb17efa6f18bf9ebae6e8a829eb881d9fbd61ffab69e872,2534ec9,ESMFold,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
ESM_folded_design_3_seq_2.pdb,ESMFold predicted structure,amina_results/bipd_folded_binders/folded_design_3_seq_2.pdb,f6d5c07fb1d33d76a39580ad1ba942c92fc7bc6eaf83b96c9068021680ad8c38,2534ec9,ESMFold,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
ESM_folded_design_4_seq_1.pdb,ESMFold predicted structure,amina_results/bipd_folded_binders/folded_design_4_seq_1.pdb,63f5d86028b0b487ee365ab2ed24835b54ff0e0cc5458f2d4c4aa8f6b47ea058,2534ec9,ESMFold,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
ESM_folded_design_4_seq_2.pdb,ESMFold predicted structure,amina_results/bipd_folded_binders/folded_design_4_seq_2.pdb,942040df3c3f2a52b74f5d0999eaabe59b6543574dae2c6ecc1a2abaeafcb032,2534ec9,ESMFold,REAL_MODEL_OUTPUT,STRONG,NOT_RERUN,DOCUMENTED_NOT_RECOMPUTED,
RMSD_0.688,ESMFold 0.688 Å RMSD structural validation proof,N/A,N/A,N/A,N/A,UNKNOWN,NONE,UNRESOLVED,UNVERIFIED_CLAIM,Original comparison definition unavailable. Simple C-alpha alignment of matching pairs yielded 1.7-4.7 Å.
BOLTZ_OUTPUT,Boltz-2 complex validation,amina_results/bipd_initial/boltz2_bipd_boltz2_pred_structure.pdb,c80587022cb287e19dfb52fcce6c0417b52d45deba9029e735fefe39d4a532ac,93a4078,Boltz,FALLBACK_OR_SIMULATED,CONFIRMED,DETERMINISTICALLY_VERIFIED,FALLBACK_OR_SIMULATED,Deterministic check: byte-identical to scaffold = False. Proven fallback/simulation via repository pipeline code and execution failure logs.
PESTO_VALIDATION,PeSTo binding interface confidence metrics,agents/aminoanalytica_pipeline.py,795d761279af3b2f672384d0645dfe3d488b9a97a9a051ead88bfcf05d7d1f05,56e90ed,PeSTo,FALLBACK_OR_SIMULATED,CONFIRMED,DETERMINISTICALLY_VERIFIED,FALLBACK_OR_SIMULATED,Proven fallback/simulation via repository pipeline code (hardcoded 100% hotspot coverage mock).
