activity_id,chembl_id,canonical_smiles_rdkit,scaffold_key,CLint,log10_CLint,semantic_class
14758979,CHEMBL2208423,N#Cc1cccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccccc1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758980,CHEMBL1778647,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,c1ccc(-c2ccccc2)cc1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758981,CHEMBL379828,COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758982,CHEMBL211866,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758983,CHEMBL2031233,Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)C1CC1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758984,CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,O=c1cc[nH]c2ncccc12,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758985,CHEMBL60088,N=C(N)c1cc2c(I)cccc2s1,c1ccc2sccc2c1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758986,CHEMBL1738761,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1,c1ccc(COc2ccccc2)cc1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758987,CHEMBL1917428,Cc1c(Sc2ccc(Cl)cc2)c2c(C#N)c(Cl)ccc2n1CC(=O)O,c1ccc(Sc2c[nH]c3ccccc23)cc1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758988,CHEMBL2158834,O=C(O)c1cccnc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,c1ccc(OC2CCN(CC3CCN(c4ccccn4)CC3)CC2)cc1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758989,CHEMBL180184,CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,O=C(NCc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758990,CHEMBL350563,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(Cl)cncc3Cl)CC2)CC1,N=C(c1ccccc1)C1CCN(C2CCN(C(=O)c3ccncc3)CC2)CC1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758991,CHEMBL112246,CCOC(=O)N1CCC(Nc2cc(OC)ccn2)CC1,c1ccc(NC2CCNCC2)nc1,4.0,0.6020599913279624,EXACT_QUANTITATIVE
14758993,CHEMBL669,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,C=C1c2ccccc2C=Cc2ccccc21,4.07,0.60959440922522,EXACT_QUANTITATIVE
14758997,CHEMBL2335901,C[C@@H](NC(=O)C1CCNCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,O=C(NCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1)C1CCNCC1,4.17,0.6201360549737575,EXACT_QUANTITATIVE
14758998,CHEMBL1531981,Cc1oc(-c2ccccc2)cc1C(=O)Nc1cccc(C(=O)O)c1,O=C(Nc1ccccc1)c1coc(-c2ccccc2)c1,4.17,0.6201360549737575,EXACT_QUANTITATIVE
14758999,CHEMBL1766779,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,O=C(Nc1ccccc1)c1cncc(-c2ccccc2)n1,4.17,0.6201360549737575,EXACT_QUANTITATIVE
14759000,CHEMBL1934268,CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,4.2,0.6232492903979004,EXACT_QUANTITATIVE
14759774,CHEMBL2031559,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(C(F)(F)F)cc2[nH]cnc12,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cccc2[nH]cnc12,4.47,0.6503075231319364,EXACT_QUANTITATIVE
14759778,CHEMBL1090089,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,O=c1[nH]c2ncncc2cc1Oc1ccccc1,4.57,0.6599162000698503,EXACT_QUANTITATIVE
14759783,CHEMBL1689112,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1,O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1,4.7,0.6720978579357175,EXACT_QUANTITATIVE
14759791,CHEMBL1355736,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,O=c1[nH]c(=O)c2nc[nH]c2[nH]1,4.79,0.6803355134145632,EXACT_QUANTITATIVE
14759795,CHEMBL1688458,O=C(O)CCc1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,c1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,4.9,0.6901960800285137,EXACT_QUANTITATIVE
14759804,CHEMBL1807823,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,O=c1[nH]c2cccc(CCNCCSCCCNCCc3ccccc3)c2s1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759805,CHEMBL196707,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,O=S(=O)(c1ccccc1)n1ccc2ccccc21,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759806,CHEMBL1689111,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1,O=S(=O)(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759807,CHEMBL209689,Cc1ccc2c(c1)c(-c1ccnc3c(C)cccc13)c(C)n2CC(=O)O,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759808,CHEMBL2057372,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,O=C(NCC(=O)N1CCOCC1)Nc1nc2ccc(-c3cccnc3)cn2n1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759809,CHEMBL2057371,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,O=C(NCC(=O)N1CCCC1)Nc1nc2ccc(-c3cccnc3)cn2n1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759810,CHEMBL1290183,O=C(c1ccccc1)N1CCC2(CCN(Cc3cccc(Cl)c3)CC2)CC1,O=C(c1ccccc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759811,CHEMBL1916288,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759812,CHEMBL193240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,O=C(Nc1ccncc1)c1cccc(OCC2CC2)c1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759813,CHEMBL1934420,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(C)CC2)cc1,O=S(=O)(Nc1ccnn1C1CCNCC1)c1ccccc1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759814,CHEMBL2171035,O=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759815,CHEMBL1689115,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)Cc2ccccc2)CC1,O=S(=O)(Cc1ccccc1)N1CCCN(Cc2ccccc2)CC1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759816,CHEMBL1078685,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,c1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759817,CHEMBL233263,C[C@H](CO)Nc1nc(SCc2ccco2)nc2nc(N)sc12,c1coc(CSc2ncc3scnc3n2)c1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759818,CHEMBL591931,N=C(N)c1cc2c(-c3ccccc3)cccc2s1,c1ccc(-c2cccc3sccc23)cc1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759819,CHEMBL1689119,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759820,CHEMBL211631,COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759821,CHEMBL1478592,Cc1c(C(=O)Nc2ccccc2)sc2ncnc(O)c12,O=C(Nc1ccccc1)c1cc2cncnc2s1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759822,CHEMBL100391,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759823,CHEMBL1917461,Cc1ccc2c(n1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,c1ccc(Sc2c[nH]c3cccnc23)cc1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759824,CHEMBL313907,O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1,O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759825,CHEMBL2031464,Cc1ccc(C(=O)NC2CCC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,O=C(NC1CCC1)c1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1,5.0,0.6989700043360189,EXACT_QUANTITATIVE
14759836,CHEMBL1090090,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,c1ccc(Nc2cccc(-c3ccccc3)n2)cc1,5.13,0.7101173651118162,EXACT_QUANTITATIVE
14759837,CHEMBL168899,O=C1Nc2ccccc2B(O)N1c1ccccc1,O=C1Nc2ccccc2BN1c1ccccc1,5.13,0.7101173651118162,EXACT_QUANTITATIVE
14759846,CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,O=c1oc2ccccc2cc1Cc1ccccc1,5.25,0.7201593034059569,EXACT_QUANTITATIVE
14759847,CHEMBL1939560,C[C@H](c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,O=C(Cc1ccccc1)N(Cc1nc2ncccc2c(=O)n1-c1ccccc1)CC1CCS(=O)(=O)CC1,5.25,0.7201593034059569,EXACT_QUANTITATIVE
14759848,CHEMBL1460615,O=S1(=O)CC(O)C(N2CCC(c3ccccc3)CC2)C1,O=S1(=O)CCC(N2CCC(c3ccccc3)CC2)C1,5.25,0.7201593034059569,EXACT_QUANTITATIVE
14759854,CHEMBL284275,COc1ccc(Cc2c(N)n[nH]c2N)cc1,c1ccc(Cc2cn[nH]c2)cc1,5.37,0.7299742856995556,EXACT_QUANTITATIVE
14759855,CHEMBL106309,O=C(O)CCCCCCc1ccc(Cc2ccc3ccccc3n2)cc1,c1ccc(Cc2ccc3ccccc3n2)cc1,5.37,0.7299742856995556,EXACT_QUANTITATIVE
14759860,CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,5.5,0.7403626894942439,EXACT_QUANTITATIVE
14759861,CHEMBL1459588,CCCCCOc1ccc(C(=O)NC(C(=O)O)C(C)C)cc1,c1ccccc1,5.5,0.7403626894942439,EXACT_QUANTITATIVE
14759862,CHEMBL1829174,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,c1ccc(-c2cccc(COc3ccc4c(c3)OCC4)c2)cc1,5.5,0.7403626894942439,EXACT_QUANTITATIVE
14759863,CHEMBL2158785,Cc1c(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(C#N)c1Cl,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,5.5,0.7403626894942439,EXACT_QUANTITATIVE
14759864,CHEMBL206200,COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,c1ccc(Cn2cnc3cncnc32)cc1,5.5,0.7403626894942439,EXACT_QUANTITATIVE
14759865,CHEMBL214350,Cc1ccc2c(c1)c(-c1ccnc3c(C(F)(F)F)cccc13)c(C)n2CC(=O)O,c1ccc2c(-c3c[nH]c4ccccc34)ccnc2c1,5.6,0.7481880270062004,EXACT_QUANTITATIVE
14759874,CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,O=C1CN=C(c2ccccc2)c2ccccc2N1,5.75,0.7596678446896304,EXACT_QUANTITATIVE
14759875,CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,C1=Nc2ccccc2C(c2ccccc2)=[NH+]C1,5.75,0.7596678446896304,EXACT_QUANTITATIVE
14759876,CHEMBL2325719,Cc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)cc(C2(S(C)(=O)=O)CC2)n1,c1cc(-c2nc(C3CC3)cc(N3CCOCC3)n2)c2cc[nH]c2c1,5.75,0.7596678446896304,EXACT_QUANTITATIVE
14759891,CHEMBL2158769,N#Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759892,CHEMBL401158,CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,c1ncc2nnn(C3CCCC3)c2n1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759893,CHEMBL1934416,COCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,O=S(=O)(Nc1ccn[nH]1)c1ccccc1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759894,CHEMBL1916278,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCOCC3)c(C)nn2-c2ccccc2)cc1,O=C(NC1CCOCC1)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccccc1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759895,CHEMBL1643194,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,O=C(Nc1ccccc1)C1c2ccccc2CN1Cc1ccccc1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759896,CHEMBL2207281,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NCCO)ccc12,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759897,CHEMBL2207662,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)cc1C(F)(F)F,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccc(=O)[nH]c1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759898,CHEMBL2207671,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759899,CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,O=c1ccc2cc3ccoc3cc2o1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759900,CHEMBL2207664,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1ccc(=O)[nH]c1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759901,CHEMBL1086473,CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,c1ccc(Cn2cnc3cnc4ccccc4c32)cc1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759902,CHEMBL426823,CCOc1nc2ccc(OCCC3CCN(c4ccc(C)nn4)CC3)cc2o1,c1cnnc(N2CCC(CCOc3ccc4ncoc4c3)CC2)c1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759903,CHEMBL1163803,CCN(C(=O)NCc1c(F)cccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,O=C(NCc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759904,CHEMBL2158823,O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759905,CHEMBL2031238,Cc1ccc(NC(=O)c2ccoc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,O=C(Nc1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1)c1ccoc1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759906,CHEMBL1778618,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,c1ccc(-c2ccccc2)cc1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759907,CHEMBL452529,CN(C)CCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,c1ccc(-c2cccs2)cc1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759908,CHEMBL1082811,N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,O=c1cc(-c2ccccc2)nc(SCc2ccccc2)[nH]1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759909,CHEMBL2171048,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759910,CHEMBL2158815,O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,c1ccc(CN2CCC(N3CCC(Oc4ccccc4)CC3)CC2)cc1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759911,CHEMBL441550,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,O=C(c1c(Cc2ccccc2)sc2[nH]c(=O)[nH]c(=O)c12)N1CCS(=O)(=O)C1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759912,CHEMBL2171043,O=C(NS(=O)(=O)c1cccc(Cl)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759913,CHEMBL2207656,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,6.0,0.7781512503836436,EXACT_QUANTITATIVE
14759914,CHEMBL205078,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,6.03,0.7803173121401513,EXACT_QUANTITATIVE
14759921,CHEMBL2041980,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,c1ccc(-c2cncc(-c3cccnc3)c2)cc1,6.17,0.7902851640332417,EXACT_QUANTITATIVE
14759922,CHEMBL318021,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,c1ccc(OCc2ccc3ccccc3n2)cc1,6.17,0.7902851640332417,EXACT_QUANTITATIVE
14759923,CHEMBL256668,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,O=c1cnc2cnc(SCc3ccccc3)nc2[nH]1,6.18,0.7909884750888159,EXACT_QUANTITATIVE
14759930,CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,c1ccc(NCc2ccco2)cc1,6.31,0.8000293592441343,EXACT_QUANTITATIVE
14759931,CHEMBL782,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,c1ccccc1,6.31,0.8000293592441343,EXACT_QUANTITATIVE
14759932,CHEMBL2017259,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1,O=C(Nc1ccc(-n2ccnc2)nc1)c1ccccc1,6.31,0.8000293592441343,EXACT_QUANTITATIVE
14759933,CHEMBL550175,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C(N)=O)cc1Cl,O=S(=O)(c1ccccc1)N1CCN(c2ccccc2)CC1,6.31,0.8000293592441343,EXACT_QUANTITATIVE
14759934,CHEMBL1689110,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,6.33,0.8014037100173551,EXACT_QUANTITATIVE
14759937,CHEMBL46,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,6.46,0.8102325179950841,EXACT_QUANTITATIVE
14759938,CHEMBL382435,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(Cl)c2)CC1,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)c2ccccc2)CC1,6.5,0.8129133566428556,EXACT_QUANTITATIVE
