action_type,activity_comment,activity_id,activity_properties,assay_cell_type,assay_chembl_id,assay_description,assay_organism,assay_strain,assay_subcellular_fraction,assay_tax_id,assay_tissue,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,canonical_smiles_rdkit,cell_chembl_id,clogp,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,dummy_atom_count,fraction_csp3,fragment_count,hba,hbd,ligand_efficiency,measurement_audit,modality,molecular_weight,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,raw_filename,raw_identifier,raw_smiles,raw_target,record_id,relation,rotatable_bonds,source,source_row_1based,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,structure_error,structure_status,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,tissue_chembl_id,toid,tpsa,type,undefined_stereo_elements,units,uo_units,upper_value,value
,,14758963,[],Hepatocyte,CHEMBL3301371,"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736",Rattus norvegicus,"CD1, BC, CD1, NMRI, SCID, or Nd",,10116,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,CHEMBL3308022,3.937820000000002,,,CHEMBL3301361,,,0,0.2777777777777778,1,4,1,,"{""number"": ""4.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,402.39000000000016,CHEMBL1778639,,CHEMBL1778639,,0,,data/raw/chembl/CHEMBL3301371_activities_00000.json,CHEMBL1778639,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,4.0,2132162,,6,CHEMBL3301371,11,27,1,,,CL,uL.min-1.(10^6cells)-1,,4.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,80.67,CLint,0,microL/min/1E6 cells,,,4.0
,,14758964,[],Hepatocyte,CHEMBL3301371,"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736",Rattus norvegicus,"CD1, BC, CD1, NMRI, SCID, or Nd",,10116,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl,CHEMBL3308022,3.6914000000000025,,,CHEMBL3301361,,,0,0.6956521739130435,1,3,2,,"{""number"": ""4.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,401.9820000000001,CHEMBL235789,,CHEMBL235789,,0,,data/raw/chembl/CHEMBL3301371_activities_00000.json,CHEMBL235789,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl,4.0,2130693,,5,CHEMBL3301371,12,27,1,,,CL,uL.min-1.(10^6cells)-1,,4.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,44.370000000000005,CLint,4,microL/min/1E6 cells,,,4.0
,,14758965,[],Hepatocyte,CHEMBL3301371,"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736",Rattus norvegicus,"CD1, BC, CD1, NMRI, SCID, or Nd",,10116,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,CHEMBL3308022,3.078800000000002,,,CHEMBL3301361,,,0,0.36363636363636365,1,4,1,,"{""number"": ""4.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,416.9050000000002,CHEMBL1689126,,CHEMBL1689126,,0,,data/raw/chembl/CHEMBL3301371_activities_00000.json,CHEMBL1689126,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,4.0,2133161,,7,CHEMBL3301371,13,27,1,,,CL,uL.min-1.(10^6cells)-1,,4.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,70.08,CLint,0,microL/min/1E6 cells,,,4.0
,,14758966,[],Hepatocyte,CHEMBL3301371,"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736",Rattus norvegicus,"CD1, BC, CD1, NMRI, SCID, or Nd",,10116,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1,CHEMBL3308022,3.2148400000000015,,,CHEMBL3301361,,,0,0.5652173913043478,1,7,2,,"{""number"": ""4.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,510.68200000000036,CHEMBL1934419,,CHEMBL1934419,,0,,data/raw/chembl/CHEMBL3301371_activities_00000.json,CHEMBL1934419,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1,4.0,2130957,,6,CHEMBL3301371,14,27,1,,,CL,uL.min-1.(10^6cells)-1,,4.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,127.22999999999999,CLint,0,microL/min/1E6 cells,,,4.0
,,14758967,[],Hepatocyte,CHEMBL3301371,"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736",Rattus norvegicus,"CD1, BC, CD1, NMRI, SCID, or Nd",,10116,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,CHEMBL3308022,3.0885000000000016,,,CHEMBL3301361,,,0,0.38095238095238093,1,5,1,,"{""number"": ""4.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,452.96000000000015,CHEMBL1689123,,CHEMBL1689123,,0,,data/raw/chembl/CHEMBL3301371_activities_00000.json,CHEMBL1689123,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,4.0,2133167,,8,CHEMBL3301371,15,27,1,,,CL,uL.min-1.(10^6cells)-1,,4.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,87.15,CLint,0,microL/min/1E6 cells,,,4.0
,,14758968,[],Hepatocyte,CHEMBL3301371,"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736",Rattus norvegicus,"CD1, BC, CD1, NMRI, SCID, or Nd",,10116,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,CCOc1nc2ccc(OCCC3CCN(c4ccc(C)nn4)CC3)cc2o1,CCOc1nc2ccc(OCCC3CCN(c4ccc(C)nn4)CC3)cc2o1,CHEMBL3308022,4.010420000000003,,,CHEMBL3301361,,,0,0.47619047619047616,1,7,0,,"{""number"": ""4.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,382.4640000000001,CHEMBL426823,,CHEMBL426823,,0,,data/raw/chembl/CHEMBL3301371_activities_00000.json,CHEMBL426823,CCOc1nc2ccc(OCCC3CCN(c4ccc(C)nn4)CC3)cc2o1,4.0,2129584,,7,CHEMBL3301371,16,27,1,,,CL,uL.min-1.(10^6cells)-1,,4.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,73.51,CLint,0,microL/min/1E6 cells,,,4.0
,,14758969,[],Hepatocyte,CHEMBL3301371,"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736",Rattus norvegicus,"CD1, BC, CD1, NMRI, SCID, or Nd",,10116,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(NCC2CCNCC2)c1Cl,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(NCC2CCNCC2)c1Cl,CHEMBL3308022,4.0927000000000024,,,CHEMBL3301361,,,0,0.7391304347826086,1,4,3,,"{""number"": ""4.0"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,416.9970000000002,CHEMBL564885,,CHEMBL564885,,0,,data/raw/chembl/CHEMBL3301371_activities_00000.json,CHEMBL564885,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(NCC2CCNCC2)c1Cl,4.0,2130697,,6,CHEMBL3301371,17,27,1,,,CL,uL.min-1.(10^6cells)-1,,4.0,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,66.05,CLint,4,microL/min/1E6 cells,,,4.0
,,14758994,[],Hepatocyte,CHEMBL3301371,"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736",Rattus norvegicus,"CD1, BC, CD1, NMRI, SCID, or Nd",,10116,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,CHEMBL3308022,3.019560000000001,,,CHEMBL3301361,,,0,0.3684210526315789,1,6,1,,"{""number"": ""4.17"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,353.42600000000004,CHEMBL1399574,,CHEMBL1399574,,0,,data/raw/chembl/CHEMBL3301371_activities_00000.json,CHEMBL1399574,CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,4.17,2131837,,6,CHEMBL3301371,18,27,1,,,CL,uL.min-1.(10^6cells)-1,,4.17,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,81.41,CLint,0,microL/min/1E6 cells,,,4.17
,,14758995,[],Hepatocyte,CHEMBL3301371,"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736",Rattus norvegicus,"CD1, BC, CD1, NMRI, SCID, or Nd",,10116,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,CHEMBL3308022,2.332,,,CHEMBL3301361,,,0,0.09090909090909091,1,5,1,,"{""number"": ""4.17"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,285.2269999999999,CHEMBL1231533,,CHEMBL1231533,,0,,data/raw/chembl/CHEMBL3301371_activities_00000.json,CHEMBL1231533,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,4.17,2129094,,1,CHEMBL3301371,19,27,1,,,CL,uL.min-1.(10^6cells)-1,,4.17,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,64.63000000000001,CLint,0,microL/min/1E6 cells,,,4.17
,,14759001,[],Hepatocyte,CHEMBL3301371,"ASTRAZENECA: Intrinsic clearance measured in rat hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736",Rattus norvegicus,"CD1, BC, CD1, NMRI, SCID, or Nd",,10116,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,CHEMBL3308022,3.403100000000001,,,CHEMBL3301361,,,0,0.1875,1,4,1,,"{""number"": ""4.24"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,372.8010000000001,CHEMBL1778644,,CHEMBL1778644,,0,,data/raw/chembl/CHEMBL3301371_activities_00000.json,CHEMBL1778644,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,4.24,2132388,,6,CHEMBL3301371,20,27,1,,,CL,uL.min-1.(10^6cells)-1,,4.24,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,80.67,CLint,0,microL/min/1E6 cells,,,4.24
