action_type,activity_comment,activity_id,activity_properties,assay_cell_type,assay_chembl_id,assay_description,assay_organism,assay_strain,assay_subcellular_fraction,assay_tax_id,assay_tissue,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,canonical_smiles_rdkit,cell_chembl_id,clogp,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,dummy_atom_count,fraction_csp3,fragment_count,hba,hbd,ligand_efficiency,measurement_audit,modality,molecular_weight,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,raw_filename,raw_identifier,raw_smiles,raw_target,record_id,relation,rotatable_bonds,source,source_row_1based,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,structure_error,structure_status,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,tissue_chembl_id,toid,tpsa,type,undefined_stereo_elements,units,uo_units,upper_value,value
,,14758943,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL3308043,3.609600000000003,,,CHEMBL3301361,,,0,0.15789473684210525,1,4,1,,"{""number"": ""3.47"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,308.3330000000001,CHEMBL251073,,CHEMBL251073,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL251073,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,3.47,2132270,,4,CHEMBL3301372,11,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.47,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,67.50999999999999,CLint,0,microL/min/1E6 cells,,,3.47
,,14758944,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,CHEMBL3308043,3.1591000000000014,,,CHEMBL3301361,,,0,0.2727272727272727,1,7,1,,"{""number"": ""3.55"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,391.4270000000003,CHEMBL2087361,ICOTINIB,CHEMBL2087361,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL2087361,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,3.55,2131515,,2,CHEMBL3301372,12,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.55,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,74.73000000000002,CLint,0,microL/min/1E6 cells,,,3.55
,,14758948,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,CHEMBL3308043,4.105100000000003,,,CHEMBL3301361,,,0,0.16666666666666666,1,4,2,,"{""number"": ""3.72"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,382.4670000000002,CHEMBL2035022,,CHEMBL2035022,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL2035022,NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,3.72,2131053,,4,CHEMBL3301372,13,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.72,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,86.41,CLint,0,microL/min/1E6 cells,,,3.72
,,14758949,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,CHEMBL3308043,3.037700000000001,,,CHEMBL3301361,,,0,0.06666666666666667,1,4,1,,"{""number"": ""3.72"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,315.716,CHEMBL452,CLONAZEPAM,CHEMBL452,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL452,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,3.72,2129164,,2,CHEMBL3301372,14,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.72,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,84.6,CLint,0,microL/min/1E6 cells,,,3.72
,,14758950,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,CHEMBL3308043,5.952100000000006,,,CHEMBL3301361,,,0,0.2692307692307692,1,3,1,,"{""number"": ""3.72"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,455.4760000000002,CHEMBL1829763,,CHEMBL1829763,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL1829763,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,3.72,2131458,,6,CHEMBL3301372,15,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.72,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,49.77,CLint,0,microL/min/1E6 cells,,,3.72
,,14758952,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,CHEMBL3308043,3.864220000000002,,,CHEMBL3301361,,,0,0.4090909090909091,1,3,2,,"{""number"": ""3.8"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,383.4670000000001,CHEMBL1088752,LOSMAPIMOD,CHEMBL1088752,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL1088752,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,3.8,2131506,,5,CHEMBL3301372,16,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.8,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,71.09,CLint,0,microL/min/1E6 cells,,,3.8
,,14758953,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,CHEMBL3308043,3.0909000000000013,,,CHEMBL3301361,,,0,0.2857142857142857,1,4,2,,"{""number"": ""3.81"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,416.4740000000002,CHEMBL361812,RAMATROBAN,CHEMBL361812,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL361812,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,3.81,2132690,,6,CHEMBL3301372,17,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.81,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,88.4,CLint,0,microL/min/1E6 cells,,,3.81
,,14758955,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,CHEMBL3308043,2.950700000000001,,,CHEMBL3301361,,,0,0.125,1,3,1,,"{""number"": ""3.89"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,299.761,CHEMBL451,CHLORDIAZEPOXIDE,CHEMBL451,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,3.89,2129247,,1,CHEMBL3301372,18,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.89,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,50.459999999999994,CLint,0,microL/min/1E6 cells,,,3.89
,,14758957,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,CHEMBL3308043,2.2233,,,CHEMBL3301361,,,0,0.3157894736842105,1,5,4,,"{""number"": ""3.91"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,344.41100000000006,CHEMBL1363,ARFORMOTEROL,CHEMBL1363,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL1363,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,3.91,2131155,,9,CHEMBL3301372,19,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.91,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,90.82,CLint,0,microL/min/1E6 cells,,,3.91
,,14758958,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,CHEMBL3308043,3.5801200000000017,,,CHEMBL3301361,,,0,0.11764705882352941,1,4,0,,"{""number"": ""3.98"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,308.77200000000005,CHEMBL661,ALPRAZOLAM,CHEMBL661,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL661,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,3.98,2129151,,1,CHEMBL3301372,20,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.98,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,43.07,CLint,0,microL/min/1E6 cells,,,3.98
,,14758959,[],Hepatocyte,CHEMBL3301372,"ASTRAZENECA: Intrinsic clearance measured in human hepatocytes following incubation at 37C. Experimental range <3 to >150 microL/min/1E6 cells. Rapid Commun. Mass Spectrom. 2010, 24, 1730-1736.",Homo sapiens,,,9606,Liver,A,,,BAO_0002759,BAO_0000219,cell-based format,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CHEMBL3308043,7.2644200000000065,,,CHEMBL3301361,,,0,0.18181818181818182,1,5,1,,"{""number"": ""3.98"", ""relation"": ""UNKNOWN"", ""status"": ""UNKNOWN_RELATION""}",,514.6290000000004,CHEMBL1017,TELMISARTAN,CHEMBL1017,,0,,data/raw/chembl/CHEMBL3301372_activities_00000.json,CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,3.98,2133242,,7,CHEMBL3301372,21,27,1,,,CL,uL.min-1.(10^6cells)-1,,3.98,,VALID,CHEMBL612558,,ADMET,,,CHEMBL3559723,,72.94,CLint,0,microL/min/1E6 cells,,,3.98
