CollectionName,Internal ID,LOG HLM_CLint (mL/min/kg),LOG MDR1-MDCK ER (B-A/A-B),LOG PLASMA PROTEIN BINDING (HUMAN) (% unbound),LOG PLASMA PROTEIN BINDING (RAT) (% unbound),LOG RLM_CLint (mL/min/kg),LOG SOLUBILITY PH 6.8 (ug/mL),SMILES,Vendor ID,canonical_smiles_rdkit,clogp,dummy_atom_count,fraction_csp3,fragment_count,hba,hbd,measurement_audit,molecular_weight,raw_filename,raw_identifier,raw_smiles,raw_target,rotatable_bonds,source,source_row_1based,structure_error,structure_status,tpsa,undefined_stereo_elements
emolecules,Mol11,0.675686709,2.305351369,1.378597739,2,1.28368559,,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,43216036,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,1.09568,0,0.375,1,7,1,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",371.4260000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol11,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.675686709,5,Biogen,11,,VALID,120.55999999999999,0
emolecules,Mol12,1.198299609,0.097722674,1.729799023,1.626076768,2.138776216,1.751610089,COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,2171363,COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,2.5802000000000005,0,0.6666666666666666,1,4,0,"{""number"": ""1.198299609"", ""relation"": ""="", ""status"": ""VALID""}",352.50000000000017,data/raw/biogen/ADME_public_set_3521.csv,Mol12,COc1ccc(S(=O)(=O)N2CCC(N3CCC(C)CC3)CC2)cc1,1.198299609,4,Biogen,12,,VALID,49.85000000000001,0
emolecules,Mol13,2.004110625,0.891865247,-0.449771647,-0.325138859,2.365560985,,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,36366966,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,3.839000000000003,0,0.27586206896551724,1,12,2,"{""number"": ""2.004110625"", ""relation"": ""="", ""status"": ""VALID""}",570.6100000000005,data/raw/biogen/ADME_public_set_3521.csv,Mol13,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,2.004110625,10,Biogen,13,,VALID,155.68,0
emolecules,Mol14,1.884823674,0.79989303,,-0.055517328,2.160423509,,CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1,50283346,CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.729780000000008,0,0.7575757575757576,1,4,1,"{""number"": ""1.884823674"", ""relation"": ""="", ""status"": ""VALID""}",554.7220000000002,data/raw/biogen/ADME_public_set_3521.csv,Mol14,CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1,1.884823674,2,Biogen,14,,VALID,87.03,0
emolecules,Mol15,1.155882358,0.402661496,-1.22184875,-0.68613278,2.238813599,,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,44811754,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,4.711020000000001,0,0.05555555555555555,1,6,3,"{""number"": ""1.155882358"", ""relation"": ""="", ""status"": ""VALID""}",402.7920000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol15,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,1.155882358,4,Biogen,15,,VALID,101.74,0
emolecules,Mol16,1.564145072,1.868344533,1.730984039,1.615139594,2.2125152,1.818225894,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,300112437,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,3.3100000000000023,0,0.5185185185185185,1,6,0,"{""number"": ""1.564145072"", ""relation"": ""="", ""status"": ""VALID""}",468.59400000000034,data/raw/biogen/ADME_public_set_3521.csv,Mol16,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,1.564145072,10,Biogen,16,,VALID,60.47000000000001,0
emolecules,Mol17,1.048286393,1.414640239,,1.072507236,1.849836922,1.414137362,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,48544545,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,2.639380000000001,0,0.2631578947368421,1,5,2,"{""number"": ""1.048286393"", ""relation"": ""="", ""status"": ""VALID""}",334.3790000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol17,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,1.048286393,3,Biogen,17,,VALID,85.17,0
emolecules,Mol18,0.983626287,1.582757474,1.677187053,1.388207807,2.25299858,1.726482697,CCCc1cc(N2CCc3c(nc(C4CC4)n3C)C2)n2ncnc2n1,44507857,CCCc1cc(N2CCc3c(nc(C4CC4)n3C)C2)n2ncnc2n1,2.2504,0,0.5555555555555556,1,7,0,"{""number"": ""0.983626287"", ""relation"": ""="", ""status"": ""VALID""}",337.43100000000004,data/raw/biogen/ADME_public_set_3521.csv,Mol18,CCCc1cc(N2CCc3c(nc(C4CC4)n3C)C2)n2ncnc2n1,0.983626287,4,Biogen,18,,VALID,64.14,0
emolecules,Mol19,1.226135722,-0.329004434,0.653405491,0.640978057,2.208589142,,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,194974866,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,3.917200000000002,0,0.0,1,2,1,"{""number"": ""1.226135722"", ""relation"": ""="", ""status"": ""VALID""}",263.27500000000003,data/raw/biogen/ADME_public_set_3521.csv,Mol19,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,1.226135722,1,Biogen,19,,VALID,41.57,0
emolecules,Mol20,2.56594576,,0.713910354,0.631443769,3.372693144,,Nc1c(F)ccc2cnc(-n3ccc4ccncc43)cc12,76751123,Nc1c(F)ccc2cnc(-n3ccc4ccncc43)cc12,3.295000000000001,0,0.0,1,4,1,"{""number"": ""2.56594576"", ""relation"": ""="", ""status"": ""VALID""}",278.29,data/raw/biogen/ADME_public_set_3521.csv,Mol20,Nc1c(F)ccc2cnc(-n3ccc4ccncc43)cc12,2.56594576,1,Biogen,20,,VALID,56.73,0
emolecules,Mol21,0.675686709,1.81723103,1.828227965,1.74597993,1.435764759,1.729974286,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,106663882,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,1.9352999999999994,0,0.4,1,4,2,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",285.35100000000006,data/raw/biogen/ADME_public_set_3521.csv,Mol21,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,0.675686709,3,Biogen,21,,VALID,73.91,0
emolecules,Mol22,0.860996437,1.600468919,1.642995934,1.786412441,1.511656132,,Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,271384825,Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,1.7884999999999995,0,0.5555555555555556,1,7,1,"{""number"": ""0.860996437"", ""relation"": ""="", ""status"": ""VALID""}",389.41,data/raw/biogen/ADME_public_set_3521.csv,Mol22,Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,0.860996437,4,Biogen,22,,VALID,79.18,2
emolecules,Mol23,0.675686709,2.05650206,1.186566481,1.236577565,1.417438476,1.229809783,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,316756775,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,1.7324,0,0.3,1,9,3,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",425.4673053340002,data/raw/biogen/ADME_public_set_3521.csv,Mol23,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,0.675686709,8,Biogen,23,,VALID,135.95,0
emolecules,Mol24,2.282135893,1.393231611,0.752995432,0.901294817,3.161600362,1.004321374,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,114309331,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,4.354600000000003,0,0.24,1,6,2,"{""number"": ""2.282135893"", ""relation"": ""="", ""status"": ""VALID""}",429.52400000000017,data/raw/biogen/ADME_public_set_3521.csv,Mol24,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,2.282135893,7,Biogen,24,,VALID,93.37,0
emolecules,Mol25,1.066176786,1.882226244,-0.354577731,-0.08249449,1.571266162,1.475235223,Nc1n[nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,53744933,Nc1n[nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,5.154400000000002,0,0.0,1,7,3,"{""number"": ""1.066176786"", ""relation"": ""="", ""status"": ""VALID""}",500.36400000000015,data/raw/biogen/ADME_public_set_3521.csv,Mol25,Nc1n[nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,1.066176786,6,Biogen,25,,VALID,122.99,0
emolecules,Mol26,1.05709529,0.531991235,0.436162647,0.326540669,1.637629802,0.380211242,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,207623013,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,4.399020000000004,0,0.28125,1,6,3,"{""number"": ""1.05709529"", ""relation"": ""="", ""status"": ""VALID""}",572.6120000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol26,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,1.05709529,4,Biogen,26,,VALID,123.10999999999999,0
emolecules,Mol27,0.675686709,1.726392071,1.559583476,1.364100521,1.027920136,0.342422681,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,324038090,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,2.5358600000000004,0,0.3,1,9,0,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",383.4190000000001,data/raw/biogen/ADME_public_set_3521.csv,Mol27,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,0.675686709,4,Biogen,27,,VALID,113.41,0
emolecules,Mol28,0.675686709,0.448797935,,1.615287063,1.436051275,1.610127613,O=C(Nc1cccnc1)c1ccnc(NC(=O)C2CC2)c1,322748925,O=C(Nc1cccnc1)c1ccnc(NC(=O)C2CC2)c1,2.0774,0,0.2,1,4,2,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",282.303,data/raw/biogen/ADME_public_set_3521.csv,Mol28,O=C(Nc1cccnc1)c1ccnc(NC(=O)C2CC2)c1,0.675686709,4,Biogen,28,,VALID,83.97999999999999,0
emolecules,Mol29,0.675686709,0.832551262,-0.467245621,-0.295849483,1.027920136,,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,316162153,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,4.586400000000005,0,0.24,1,7,3,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",478.93600000000026,data/raw/biogen/ADME_public_set_3521.csv,Mol29,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,0.675686709,7,Biogen,29,,VALID,109.36000000000001,0
emolecules,Mol30,,1.035733431,0.630986911,1.244598701,2.607477542,1.538196578,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,36557633,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,3.466380000000001,0,0.4117647058823529,1,5,1,"{""number"": null, ""relation"": ""UNKNOWN"", ""status"": ""MISSING""}",306.37300000000005,data/raw/biogen/ADME_public_set_3521.csv,Mol30,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,,4,Biogen,30,,VALID,83.17999999999999,0
emolecules,Mol31,0.932980822,,0.731266349,0.455758203,2.281224324,0.397940009,CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,1447149,CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,3.1851800000000017,0,0.35294117647058826,1,5,0,"{""number"": ""0.932980822"", ""relation"": ""="", ""status"": ""VALID""}",311.4099999999999,data/raw/biogen/ADME_public_set_3521.csv,Mol31,CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,0.932980822,1,Biogen,31,,VALID,58.68,0
emolecules,Mol32,0.990827051,1.931719426,-0.049635146,-0.308918508,2.322653372,,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,75542235,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,5.103500000000004,0,0.19230769230769232,1,8,2,"{""number"": ""0.990827051"", ""relation"": ""="", ""status"": ""VALID""}",486.6010000000003,data/raw/biogen/ADME_public_set_3521.csv,Mol32,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0.990827051,7,Biogen,32,,VALID,82.61999999999999,0
labnetworkBB,Mol33,1.329092647,1.460944843,0.935859798,0.669595781,2.272106283,1.810232518,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,LN01345100,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.7534,0,0.2,1,8,1,"{""number"": ""1.329092647"", ""relation"": ""="", ""status"": ""VALID""}",454.4900000000002,data/raw/biogen/ADME_public_set_3521.csv,Mol33,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.329092647,4,Biogen,33,,VALID,108.27,0
emolecules,Mol34,1.761739954,1.705596867,0.968996327,0.231979027,2.758344821,,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,168890455,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,4.222600000000003,0,0.2962962962962963,1,6,2,"{""number"": ""1.761739954"", ""relation"": ""="", ""status"": ""VALID""}",471.5610000000002,data/raw/biogen/ADME_public_set_3521.csv,Mol34,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.761739954,6,Biogen,34,,VALID,102.48000000000002,0
emolecules,Mol35,2.219660482,0.762732149,0.983851719,0.276231958,2.712971095,1.75089392,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,68868488,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,3.3062000000000014,0,0.2,1,8,1,"{""number"": ""2.219660482"", ""relation"": ""="", ""status"": ""VALID""}",456.5060000000002,data/raw/biogen/ADME_public_set_3521.csv,Mol35,C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.219660482,5,Biogen,35,,VALID,108.27,0
emolecules,Mol36,2.728516916,1.555038433,0.276231958,0.123198075,3.056338375,1.553276046,CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,316276642,CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,4.4153800000000025,0,0.4166666666666667,1,11,1,"{""number"": ""2.728516916"", ""relation"": ""="", ""status"": ""VALID""}",665.7739999999997,data/raw/biogen/ADME_public_set_3521.csv,Mol36,CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,2.728516916,8,Biogen,36,,VALID,138.66,1
emolecules,Mol37,1.620136055,1.70079951,-0.073143291,-0.029188389,2.715512815,0.431363764,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,324043470,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,3.841000000000001,0,0.19230769230769232,1,6,2,"{""number"": ""1.620136055"", ""relation"": ""="", ""status"": ""VALID""}",489.4820000000002,data/raw/biogen/ADME_public_set_3521.csv,Mol37,CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,1.620136055,4,Biogen,37,,VALID,106.23999999999998,0
emolecules,Mol38,1.427680816,1.70375054,0.039414119,-0.139063379,2.53699252,,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,93438921,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,4.5092000000000025,0,0.19230769230769232,1,7,3,"{""number"": ""1.427680816"", ""relation"": ""="", ""status"": ""VALID""}",487.53900000000027,data/raw/biogen/ADME_public_set_3521.csv,Mol38,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,1.427680816,7,Biogen,38,,VALID,98.41,0
emolecules,Mol39,0.675686709,0.534421785,0.969089603,1.240049772,1.027920136,1.548389418,C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,252308493,C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,3.6281000000000034,0,0.2777777777777778,1,6,0,"{""number"": ""0.675686709"", ""relation"": ""="", ""status"": ""VALID""}",440.788,data/raw/biogen/ADME_public_set_3521.csv,Mol39,C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,0.675686709,2,Biogen,39,,VALID,76.80000000000001,0
